instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,mixed_type_col
15211.0,2012-09-30,4.0, 1.0 ,9.0,23.0,0.0,0.0,0.0,1.0,0.48,0.4697,0.72,0.0896,8.0,49.0,57.0,unknown
15212.0,2012-10-01,4.0,1.0,10.0,0.0,0.0, 1.0 , 1.0 ,1.0,0.46,,0.72,0.1045,6.0,39.0,45.0,349
15213.0,2012-10-01,4.0,1.0,10.0,1.0,0.0,1.0, 1.0 ,1.0,0.44,0.4394,0.77,0.0896,5.0,13.0, 18.0 ,199
,2012-10-01,4.0,1.0,10.0,2.0,0.0,1.0,1.0,1.0,0.46,0.4545,0.72,0.0,6.0,6.0,12.0,818
15215.0,2012-10-01,4.0,1.0,10.0,3.0,0.0,1.0,1.0,1.0, 0.44 ,0.4394,0.77,0.0,1.0,6.0,7.0,701
 15216.0 ,2012-10-01,4.0,1.0,10.0,4.0,0.0,1.0,1.0,1.0,0.42,0.4242,0.82,0.1045,0.0,10.0,10.0,bad
15217.0,2012-10-01,4.0,1.0,10.0,5.0,0.0,1.0,1.0,1.0,0.44,0.4394,0.77,0.0, 2.0 ,34.0,36.0,90
15218.0,2012-10-01, 4.0 ,1.0,10.0,6.0,0.0,1.0,1.0,1.0,0.44,0.4394,0.77,0.1045,8.0,147.0,155.0,unknown
15219.0,2012-10-01,4.0,1.0,10.0,7.0,0.0,1.0,1.0,1.0,0.44,0.4394,0.77,0.1642,13.0,470.0,483.0,bad
15220.0,2012-10-01,4.0,1.0,10.0,8.0,0.0,1.0,1.0,2.0,0.46,0.4545,0.77,0.1045,40.0,744.0,784.0,321
15221.0,2012-10-01,4.0,1.0,10.0,9.0,0.0,1.0,1.0,2.0,0.52,0.5,0.63,0.0,26.0,314.0,340.0,700
15222.0,2012-10-01,4.0,1.0,10.0,10.0,0.0,1.0, 1.0 ,1.0,0.54,0.5152,0.56,0.0,44.0,135.0,179.0,bad
15223.0,2012-10-01,4.0,1.0, 10.0 ,11.0,0.0,1.0,1.0,1.0,0.58,0.5455,0.46,0.0,76.0,196.0,272.0,unknown
15224.0,2012-10-01,4.0,1.0,10.0,12.0,0.0,1.0,1.0,2.0,0.6,0.6212,0.43,0.1642,61.0,262.0,323.0,bad
15225.0,2012-10-01,4.0,1.0,10.0,13.0,0.0,1.0,1.0,2.0,0.6,0.6212,0.43,0.1642,80.0,225.0,305.0,725
15226.0,2012-10-01,4.0,1.0,10.0,14.0,0.0,1.0,1.0,2.0,0.6,0.6212,0.43,0.1045,51.0,193.0,244.0,115
15227.0,2012-10-01,4.0,1.0,10.0,15.0,,1.0,1.0,2.0,0.62,0.6212,0.43,0.1343,95.0,234.0,329.0,200
15228.0,2012-10-01,4.0,1.0,10.0,16.0,0.0,1.0,1.0,2.0,0.62,0.6212,0.46,0.2537,51.0,408.0,459.0,427
15229.0,2012-10-01,4.0,1.0, 10.0 ,17.0,0.0,1.0,1.0,3.0, 0.56 ,0.5303,0.6,0.2537,65.0,791.0,856.0,292
15230.0,2012-10-01,4.0,1.0,10.0,18.0,0.0, 1.0 ,1.0,3.0,0.56,0.5303,0.64,0.1045,42.0,571.0,613.0,88
15231.0,2012-10-01,180.0,1.0,10.0,19.0,0.0,1.0,1.0,2.0,0.54,0.5152,0.68,0.1045,33.0,483.0,516.0,526
15232.0,2012-10-01,4.0,1.0,10.0,20.0,0.0,1.0,1.0,3.0,0.54,0.5152,0.68,0.0,11.0,251.0,262.0,219
15233.0,2012-10-01,4.0,1.0,10.0,21.0,0.0,1.0,1.0,2.0,0.54,0.5152,0.73,0.1343,13.0,205.0, 218.0 ,bad
15234.0,2012-10-01,4.0,1.0,10.0,22.0,0.0,1.0,1.0,3.0,0.54,0.5152,0.77,0.0896,17.0,190.0,207.0,785
15235.0,2012-10-01,4.0,1.0,10.0,23.0,0.0,1.0,1.0,3.0,0.54,0.5152,0.77,0.0,17.0,88.0,105.0,
15236.0,2012-10-02,4.0,1.0,10.0,0.0,0.0,2.0,1.0,2.0,0.56,0.5303,0.73,0.0, 1.0 ,30.0,31.0,
15237.0,2012-10-02,4.0,1.0,10.0,1.0,0.0,2.0, 1.0 ,2.0,0.54,0.5152,0.77,0.1045, 0.0 ,11.0, 11.0 ,44
15238.0,2012-10-02,4.0,1.0,10.0,2.0,0.0, 2.0 ,1.0,2.0,0.54,0.5152,0.77,0.1045,0.0,2.0,2.0,unknown
15239.0,2012-10-02,4.0,1.0,10.0,3.0,0.0,2.0,1.0,2.0,0.54,0.5152,0.88,0.194,1.0,4.0,5.0,
15240.0,2012-10-02,4.0,1.0,10.0,4.0,0.0,2.0, 1.0 ,2.0,0.56,0.5303,0.83,0.0896, 2.0 ,8.0,10.0,unknown
15241.0,2012-10-02,4.0,1.0,10.0,5.0,0.0,2.0,1.0,2.0,0.56,0.5303,0.83,0.1343,1.0,42.0,43.0,
,2012-10-02,4.0,1.0,10.0,6.0,0.0,2.0,1.0,3.0, 0.58 ,0.5455,0.83,0.1045,3.0,176.0,179.0,655
15243.0,2012-10-02,4.0,1.0,10.0,7.0,0.0,2.0,1.0,3.0,0.58,0.5455,0.83,0.1045,4.0,256.0,260.0,unknown
15244.0,2012-10-02,4.0,1.0, 10.0 ,8.0,0.0,2.0, 1.0 ,3.0,0.6,0.5455,0.88,0.0,6.0,128.0,134.0,702
15245.0,2012-10-02,4.0,1.0,10.0,9.0,0.0,2.0,1.0,3.0,0.58,0.5455,54.56,0.1343,3.0,83.0,86.0,243
15246.0,2012-10-02,4.0,1.0,10.0,10.0,0.0,2.0,1.0,3.0,0.58,0.5455,0.88,0.1343,3.0,42.0,45.0,704
15247.0,2012-10-02,4.0,1.0,10.0, 11.0 ,0.0,2.0,1.0,3.0,0.58,0.5455,0.94,0.1343,7.0,92.0,99.0,
15248.0,2012-10-02,4.0,1.0,10.0,12.0,0.0,2.0,511.0,2.0,0.6,0.5455,0.88,0.194,6.0,98.0,104.0,bad
15249.0,2012-10-02,4.0,1.0,10.0,13.0,0.0,2.0,1.0,2.0,0.6,0.5455,0.88,0.1343,6.0,148.0,154.0,40
15250.0,2012-10-02, 4.0 ,1.0,10.0,14.0,0.0,2.0,1.0,3.0,0.6,0.5455,0.88,,16.0,147.0,163.0,
15251.0,2012-10-02,4.0,1.0,10.0,15.0, 0.0 ,2.0,1.0,3.0,0.62,0.5758,0.83,0.1343,14.0,195.0,,
15252.0,2012-10-02,4.0,1.0,10.0,16.0,0.0,2.0,1.0,3.0,0.62,0.5606,0.88,0.1343,46.0,328.0,374.0,400
15253.0,2012-10-02,4.0,1.0,,17.0,0.0,2.0,1.0,3.0,0.62,0.5606,0.88,0.1045,38.0,677.0,715.0,669
15254.0,2012-10-02,4.0,1.0,10.0,18.0,0.0,2.0,1.0,3.0,0.62,0.5455,0.94,0.0896,48.0,639.0,687.0,752
15255.0,,4.0,1.0,10.0,19.0,0.0,2.0,1.0,3.0,0.62,0.5455,0.94,0.0,27.0,368.0,395.0,bad
15256.0,2012-10-02,4.0,1.0,10.0,20.0,0.0,2.0,1.0, NAN ,0.62,0.5455,0.94,0.1343,20.0,286.0,306.0,185
15257.0,2012-10-02,4.0,1.0,10.0,21.0,0.0,2.0,1.0,3.0,0.62,0.5455,0.94,0.1045,24.0,265.0,289.0,
 15258.0 ,2012-10-02,331.0,1.0, 10.0 ,201.0,0.0,2.0,1.0,2.0, 0.62 ,0.5455,0.94,0.1045,28.0,212.0,240.0,788
15259.0,2012-10-02,4.0,1.0,,23.0,0.0,2.0,1.0,2.0,0.62,0.5455,0.94,0.0,11.0,87.0,98.0,794
15260.0,2012-10-03, 4.0 ,1.0,10.0,0.0,0.0,3.0,1.0,3.0,0.62,0.5455,0.94,0.0, 5.0 ,47.0, 52.0 ,538
15261.0,2012-10-03,4.0,1.0,10.0,1.0,0.0,3.0,1.0,2.0,0.62,0.5455,0.94,0.0,3.0,16.0,19.0,195
15262.0,,4.0,1.0,10.0,2.0,0.0,3.0,1.0,2.0,0.62,0.5455,0.94,0.0,2.0,7.0,9.0,bad
15263.0,2012-10-03,4.0,1.0,10.0,3.0,0.0,3.0,1.0,2.0,0.6,0.5152,0.94,0.0,0.0,7.0,7.0,bad
15264.0,2012-10-03,4.0,1.0,10.0, 386.0 ,0.0,3.0,1.0,2.0, 0.6 ,0.5,1.0,0.0,2.0,9.0,11.0,279
15265.0,2012-10-03,4.0,1.0,10.0,5.0,0.0,3.0,1.0,2.0,0.62,0.5455,0.94,0.1045,2.0,32.0,34.0,bad
15266.0,2012-10-03,4.0,1.0,,6.0,0.0,3.0,1.0,2.0,0.6,0.5152,0.94,0.1343,4.0,173.0, 177.0 ,
15267.0,2012-10-03,4.0,1.0,10.0,7.0,0.0,3.0,1.0,2.0,0.6,0.5152, 0.94 ,0.194,11.0,504.0,515.0,604
15268.0, 2012-10-03 ,4.0,1.0,10.0,8.0,0.0,3.0,1.0,2.0,0.62,0.5606,0.88,0.1045,28.0, 781.0 ,809.0,451
15269.0,2012-10-03,4.0,1.0,10.0,9.0,0.0,3.0,1.0,2.0,0.62,0.5758,0.83,0.194,30.0,?,362.0,875
15270.0,2012-10-03,4.0,1.0,10.0,10.0,0.0,3.0,1.0,1.0,0.66,0.6061,0.78, 0.1642 ,29.0,146.0,175.0,bad
15271.0,2012-10-03,4.0,1.0,10.0,11.0,0.0,3.0,1.0,1.0,0.66,0.6061,0.78,0.1642,52.0,178.0,230.0,548
15272.0, 2012-10-03 ,4.0,1.0,10.0,12.0,0.0,3.0,1.0,2.0,0.7,0.6515,0.7,0.1045,69.0,289.0,358.0,731
15273.0,2012-10-03,4.0,63.0,10.0,13.0,0.0,3.0,1.0,2.0,0.7,0.6667,0.74,0.1045,55.0,224.0,279.0,125
15274.0,2012-10-03,4.0,1.0,10.0,14.0,0.0,3.0,1.0,2.0,0.72, 0.6818 ,0.7,0.1642,56.0,195.0,251.0,177
15275.0,2012-10-03,4.0,1.0,10.0,15.0,0.0,3.0,1.0,2.0,0.72,0.6818,0.62,0.1642,59.0,260.0,error,unknown
15276.0,2012-10-03,4.0,1.0,10.0,16.0,0.0,3.0,1.0,2.0,0.72,0.6667,0.58,0.0,42.0,436.0,478.0,888
15277.0,,4.0,1.0,10.0,17.0,0.0,3.0,1.0,1.0,0.7,0.6515,0.65,0.0,84.0,833.0,917.0,805
15278.0,2012-10-03,4.0,1.0,10.0,18.0,0.0,3.0,1.0,1.0,0.7,0.6515,0.65,0.0,54.0,756.0,,79
15279.0,2012-10-03,4.0,1.0,10.0,19.0,0.0, 3.0 ,1.0,1.0,0.7,0.6515,0.65,0.0,49.0,544.0,593.0,
15280.0,2012-10-03,4.0,1.0,10.0,20.0,0.0,3.0, 1.0 ,1.0,0.7,0.6515,0.65,0.0,48.0,449.0,497.0,328
15281.0,2012-10-03,4.0,1.0,10.0,21.0,0.0, 3.0 ,1.0,2.0,0.66,0.6212,0.74,0.0,14.0,195.0, 209.0 ,42
15282.0,2012-10-03,4.0,1.0,10.0,22.0, 0.0 ,3.0,1.0,1.0,0.66,0.6212,0.74,0.0,9.0,232.0,241.0,123
15283.0,2012-10-03,4.0,1.0, 10.0 ,23.0,0.0,3.0,1.0,44.0,NULL,0.6061,0.78, 0.0 ,21.0,199.0,220.0,842
15284.0,2012-10-04,4.0,1.0,10.0,0.0, 0.0 ,4.0,1.0, 3.0 ,0.64,0.5758,0.89,0.0,11.0,65.0,76.0,778
15285.0, 2012-10-04 ,4.0,1.0,10.0,1.0,0.0,4.0,1.0,2.0, 0.62 ,0.5455,0.94,0.0,2.0,23.0,25.0,845
15286.0, 2012-10-04 ,4.0,1.0,10.0,2.0, 0.0 ,4.0,1.0,1.0,0.64,0.5758,0.89,0.0,3.0,10.0,13.0,unknown
15287.0,2012-10-04,4.0,1.0,10.0,3.0,0.0,4.0,1.0, 2.0 , 0.62 ,0.5606,0.88,0.0,5.0,6.0,11.0,21
15288.0,2012-10-04,4.0,1.0,10.0,4.0,0.0, 4.0 ,1.0,2.0,0.64,0.5758,0.89, 0.0 , 0.0 ,10.0,10.0,941
15289.0,2012-10-04,332.0,1.0,10.0,5.0,0.0,4.0,1.0,3.0,0.64,0.5758,0.89,0.1045,2.0,37.0,39.0,720
15290.0,2012-10-04,4.0,1.0,10.0,6.0,0.0,4.0,1.0,3.0,0.62,,0.94,0.0896,1.0,132.0,133.0,184
15291.0,2012-10-04,4.0,1.0,10.0,7.0,0.0,4.0,1.0, 2.0 ,0.64,0.5758,0.89,0.0896,12.0,379.0,525.0,30
15292.0,2012-10-04,4.0,1.0,10.0,8.0,0.0,4.0,1.0,1.0,0.64,0.5758,0.89,0.0,27.0,711.0,738.0,bad
15293.0,2012-10-04,4.0,1.0,10.0,9.0,error,4.0, 1.0 ,2.0,0.64,0.5758,0.89,0.194,40.0,319.0,359.0,bad
15294.0,2012-10-04,4.0,1.0,,10.0,0.0,4.0,1.0,2.0,0.66,0.6061,0.83,0.1343,27.0,150.0,177.0,270
15295.0,2012-10-04,4.0,1.0,10.0,11.0,0.0,4.0,1.0,2.0,0.7,0.6515,0.7,0.1045,38.0, 176.0 ,214.0,420
15296.0,2012-10-04,4.0,1.0,10.0, 12.0 ,0.0,4.0,1.0,2.0,0.72,0.6667,0.54,0.194,57.0,231.0,288.0,
15297.0,2012-10-04,4.0,1.0,10.0,13.0,0.0,4.0,1.0,2.0, 0.72 ,0.6667,0.58, 0.3284 ,63.0,231.0,294.0,472
,2012-10-04,4.0,1.0,10.0,14.0,0.0, 4.0 ,1.0,1.0,0.7,0.6515,0.61,0.2537,56.0,211.0,267.0,97
15299.0,2012-10-04,4.0,1.0,10.0,15.0,0.0,4.0,1.0,1.0,0.72,0.6667,0.54,0.2836,77.0, 248.0 ,325.0,849
15300.0,2012-10-04,4.0,1.0,10.0,16.0,0.0,4.0, 1.0 ,1.0,0.7,0.6515,0.54,0.2836, 86.0 ,411.0,497.0,796
15301.0,2012-10-04,4.0,1.0,10.0,error,0.0,112.0,1.0,1.0,0.7,0.6515,0.51,0.2239,112.0,789.0,901.0,324
15302.0,2012-10-04,4.0, 1.0 ,10.0,18.0,0.0, 4.0 ,1.0,1.0,0.66,0.6212,0.57,0.1045,75.0,812.0,887.0,546
15303.0, 2012-10-04 ,4.0,1.0,10.0,,0.0,4.0,1.0,1.0,0.66,,0.57,0.1045,67.0,467.0,534.0,bad
 15304.0 ,2012-10-04,4.0,1.0,10.0,20.0,0.0,4.0,1.0,1.0,0.64, 0.6061 ,0.65,0.1045,50.0,391.0,441.0,82
15305.0,2012-10-04,4.0,1.0,10.0,21.0,0.0, 4.0 ,1.0,1.0,0.62,0.6061,0.69,0.0, 33.0 ,288.0,321.0,576
15306.0,2012-10-04,4.0,1.0,10.0,22.0,0.0,4.0,,1.0,0.64,0.6212,0.47,0.1343,29.0,203.0,232.0,519
15307.0,2012-10-04,4.0,1.0,10.0,23.0,0.0,4.0,1.0,1.0,0.6, 0.6212 ,0.56, 0.0896 , 18.0 ,137.0,155.0,89
15308.0,2012-10-05,4.0,1.0,10.0,0.0,0.0,5.0,1.0,1.0,0.56,0.5303,0.73,0.0,16.0,86.0,102.0,bad
15309.0,2012-10-05,4.0, 1.0 ,10.0,1.0,0.0,5.0,1.0,1.0,0.54,0.5152,0.68,0.1045, 3.0 ,43.0,46.0,116
1377900.0,2012-10-05,4.0,1.0,10.0,2.0,0.0,5.0,1.0,1.0,0.54,0.5152,0.73,0.0896,1.0,10.0,11.0,703
15311.0,2012-10-05,4.0, 1.0 ,10.0,3.0,0.0,5.0,1.0,1.0,0.54, 8.7584 ,0.73, 0.0 ,5.0,11.0,16.0,unknown
15312.0,2012-10-05,4.0,1.0, 10.0 ,4.0,0.0,5.0,1.0,1.0,0.54, 0.5152 ,0.77,0.0,0.0,11.0,11.0,287
15313.0,2012-10-05,4.0,1.0,10.0, 5.0 ,0.0, 5.0 ,1.0,1.0,0.52,0.5,0.77,0.0,0.0,41.0,41.0,202
15314.0,2012-10-05,4.0,1.0,10.0,6.0,0.0,5.0,1.0,1.0,0.52,0.5,0.83,0.0,4.0,133.0, 137.0 ,854
15315.0,2012-10-05,4.0,1.0,10.0,7.0,0.0,5.0,1.0,1.0,0.52,0.5, NAN ,0.1045,11.0,417.0,428.0,
15316.0, 2012-10-05 ,4.0,1.0,10.0,8.0,0.0,5.0,1.0,1.0,0.58,0.5455,0.64,0.0,36.0,749.0,785.0,306
15317.0, 2012-10-05 ,4.0,1.0,10.0, 9.0 ,0.0,5.0,1.0,1.0,0.6,0.6061,0.6,0.0896,58.0, 326.0 ,384.0,bad
15318.0,2012-10-05,4.0, 1.0 ,10.0,10.0,0.0,5.0,1.0,1.0,0.66,,0.54,0.0,68.0,601.0,260.0,
15319.0,2012-10-05, 4.0 ,1.0,10.0,11.0,0.0,5.0,1.0,1.0, 0.7 ,0.6515, 0.48 ,0.194,90.0,214.0,304.0,937
15320.0,2012-10-05,4.0,1.0,10.0,12.0,0.0,5.0, 1.0 ,1.0,0.72,0.6515,0.42,0.1642,161.0,307.0,468.0,207
15321.0,2012-10-05,4.0,1.0,10.0,13.0,0.0,5.0,1.0,1.0,0.7,0.6515,0.48,0.0,117.0,307.0,424.0,unknown
15322.0,2012-10-05,4.0,1.0, 10.0 ,14.0,0.0,5.0,1.0,1.0,0.74, 0.6515 ,0.37,0.2239,113.0,287.0,400.0,513
15323.0,2012-10-05,4.0,1.0, 10.0 ,15.0,0.0,5.0,1.0,1.0,0.72,0.6515,0.39,0.2537,150.0,320.0,470.0,986
15324.0,2012-10-05,4.0,57.0,10.0,16.0,0.0,5.0,1.0,1.0,0.72,0.6515,0.37,0.0,153.0,481.0,634.0,unknown
15325.0,2012-10-05,4.0,1.0,10.0,17.0,0.0,5.0,1.0,1.0,0.7,0.6364,0.42,0.1642,158.0,742.0,900.0,438
15326.0,2012-10-05,4.0,1.0,10.0, 18.0 ,0.0,5.0,1.0,1.0,0.64,0.6212,0.57,0.1343,106.0,655.0,761.0,224
15327.0,2012-10-05,4.0,1.0,10.0,19.0,0.0,5.0,1.0,1.0,0.62,0.5909,0.73,0.1642,67.0,433.0, 500.0 ,315
15328.0,2012-10-05,4.0,1.0,10.0, 20.0 ,0.0,5.0, 1.0 ,1.0,0.6,0.5758,0.78,0.1343,66.0,306.0,372.0,520
15329.0,2012-10-05,4.0, 1.0 ,645.0, 21.0 ,0.0,5.0,1.0,1.0,0.6,N/A,0.69,0.2239,47.0,220.0,267.0,333
15330.0,2012-10-05,4.0,1.0,900.0,22.0, 0.0 ,5.0,1.0,1.0,0.6,0.5909,0.73, 0.2836 ,63.0,201.0,264.0,748
15331.0,2012-10-05,4.0,1.0,10.0,23.0,0.0,5.0,1.0,1.0,0.58,0.5455,0.78,0.2239,23.0,148.0,171.0,unknown
15332.0,2012-10-06,4.0,1.0,10.0,0.0,0.0,6.0,0.0,1.0, 0.56 ,0.5303,0.83,0.1642,37.0,154.0,191.0,unknown
15333.0,2012-10-06,4.0,1.0,10.0,1.0,0.0,6.0,0.0,1.0,0.56,0.5303,0.83,0.2537,25.0,116.0,141.0,421
15334.0,2012-10-06, 4.0 ,1.0,10.0,2.0,0.0,6.0,0.0,1.0,0.56,0.5303, 46.800000000000004 ,0.194,13.0,62.0,75.0,bad
15335.0,2012-10-06,4.0,1.0,10.0,3.0,0.0,6.0,,1.0,0.54,0.5152, 0.77 ,0.2239, 2.0 ,54.0,56.0,unknown
15336.0,2012-10-06,4.0,1.0,10.0,4.0,0.0,6.0,NULL,1.0,0.54,0.5152,0.83,0.2537,4.0,7.0,11.0,836
15337.0,2012-10-06, 4.0 ,1.0,10.0,5.0, 0.0 ,6.0,0.0,1.0,0.54,0.5152,0.83,2.134,2.0,8.0,10.0,230
15338.0,2012-10-06,4.0,1.0,10.0,6.0,0.0,6.0,0.0,1.0,0.54,0.5152,0.88,0.2537,2.0,28.0,30.0,
15339.0,2012-10-06,4.0,1.0,10.0,7.0,0.0,6.0, 0.0 ,1.0,0.54,0.5152, 0.83 ,0.2985,13.0,71.0,84.0,221
 15340.0 , 2012-10-06 ,4.0,1.0,10.0,8.0,0.0,6.0,0.0,1.0,0.56,0.5303,0.83,0.194,22.0,184.0,206.0,559
15341.0,2012-10-06,4.0,1.0,10.0,9.0,0.0,6.0,0.0,1.0,0.6,0.5909,0.73,334.194,130.0,265.0,395.0,473
15342.0,2012-10-06,4.0,1.0, 10.0 ,10.0,0.0,6.0,,1.0, 0.62 ,0.6061,0.69,0.2836,198.0,341.0,539.0,
15343.0,2012-10-06,4.0,1.0,10.0,11.0,0.0,6.0,0.0,1.0,0.64,0.6061,0.65,0.2537,258.0,389.0,647.0,bad
15344.0,2012-10-06,4.0,1.0,10.0,12.0,0.0,6.0,0.0,1.0,0.7,0.6515,0.54,,362.0,381.0,743.0,
15345.0,2012-10-06,4.0,1.0,10.0,13.0,0.0,6.0,0.0,2.0,0.64,0.6212,0.57,0.5224,310.0,400.0,710.0,
15346.0,2012-10-06,4.0, 1.0 ,10.0, 14.0 ,0.0,6.0,0.0,2.0,0.6,343.6212,0.56,0.4179,269.0,307.0,576.0,475
15347.0, 2012-10-06 ,4.0, 1.0 ,10.0,15.0,0.0,6.0,0.0,1.0,0.6,0.6212,0.46,0.4179,279.0,341.0,620.0,742
15348.0,2012-10-06,4.0,1.0,10.0,16.0,0.0,6.0,0.0,1.0,0.6,0.6212,0.43,0.5224,317.0,342.0,659.0,444
15349.0,2012-10-06,4.0,1.0,10.0,17.0,0.0,6.0,0.0,1.0,0.54,0.5152,0.49, 0.3881 ,268.0,342.0,610.0,572
15350.0,2012-10-06,4.0, 1.0 ,10.0,18.0,0.0,6.0,0.0,1.0,0.52, 0.5 ,0.48, 0.4179 ,183.0,312.0,495.0,bad
15351.0,2012-10-06,4.0,1.0,10.0,19.0,0.0,6.0,0.0,1.0,0.48,0.4697, 0.55 ,0.2239,102.0,239.0,341.0,
15352.0,2012-10-06, 4.0 ,1.0,10.0,20.0,0.0,6.0,0.0,1.0,0.48,0.4697,0.55,0.2537,75.0,172.0,247.0,62
15353.0,2012-10-06,4.0,1.0,10.0,21.0,0.0,6.0,0.0,1.0,0.46,0.4545,0.59,0.1343,78.0,137.0,215.0,546
15354.0,2012-10-06,4.0,1.0,10.0,22.0,0.0,6.0,0.0,1.0,0.44, 0.4394 ,,0.1343,45.0,140.0,185.0,721
15355.0,2012-10-06,4.0,1.0,10.0,23.0,0.0,6.0,0.0,1.0,0.44,0.4394,0.62, 0.1343 ,37.0,142.0,179.0,176
15356.0,2012-10-07,4.0,1.0,10.0, 0.0 ,0.0,0.0,0.0,1.0,0.44,0.4394,0.62,504.1642,28.0,99.0,127.0,437
 15357.0 , 2012-10-07 ,4.0, 1.0 ,10.0,,0.0,0.0,0.0,1.0,0.44,0.4394,0.54,0.2239,29.0,80.0,109.0,bad
15358.0,2012-10-07,4.0,1.0,10.0,2.0,0.0,0.0,0.0,1.0,0.42,0.4242,0.62,0.1343,10.0,64.0,74.0,77
15359.0,2012-10-07,4.0,1.0, 10.0 ,3.0,0.0,0.0,0.0,2.0,0.44,0.4394,0.62,0.1343,5.0,17.0,22.0,unknown
15360.0,2012-10-07,4.0,1.0,10.0,4.0, 0.0 ,0.0,0.0,2.0,0.44,0.4394,0.54,0.2537,5.0,6.0,11.0,435
15361.0,2012-10-07,4.0,1.0,10.0,5.0,0.0,0.0,0.0,2.0,0.44,0.4394,0.54,0.1343,2.0,8.0,10.0,bad
15362.0,2012-10-07,4.0,1.0,10.0,6.0,0.0,0.0,0.0,2.0,0.44,0.4394,0.54,0.194,4.0,19.0,,216
15363.0,2012-10-07,4.0,1.0,10.0,7.0,0.0,0.0,0.0,3.0,0.42,0.4242,0.58,0.1642,6.0,29.0,35.0,460
15364.0,2012-10-07,4.0,1.0,10.0,8.0,0.0,0.0,0.0,3.0,0.42,0.4242,0.67,0.1343, 11.0 ,51.0,62.0,275
15365.0,2012-10-07,4.0,1.0,10.0,9.0,0.0,,0.0,3.0,0.4,0.4091, 0.71 , 0.1343 ,16.0,70.0,86.0,
15366.0,2012-10-07,4.0,1.0,10.0, 559.0 ,0.0,0.0,0.0,2.0,0.42,0.4242,0.67,0.194, 41.0 ,144.0,185.0,733
15367.0,2012-10-07, 4.0 ,1.0,10.0,11.0,0.0,0.0,0.0,2.0,0.42,0.4242,0.71,0.1045,76.0,260.0,336.0,
15368.0,2012-10-07,4.0,1.0,566.0,12.0,0.0,0.0,0.0,2.0,0.42,0.4242,0.71,0.0,100.0,292.0,392.0,bad
15369.0,2012-10-07,4.0,1.0,10.0,13.0,0.0,0.0,0.0,2.0,0.44,0.4394,0.72,0.0896,80.0,240.0,320.0,667
15370.0,2012-10-07,4.0,1.0,10.0,14.0,0.0,0.0,0.0,2.0,0.44,0.4394,0.67,0.0,71.0,243.0,314.0,
15371.0,2012-10-07,4.0,1.0,10.0,15.0,error,0.0,0.0,3.0,0.42,0.4242,0.77,0.1343,74.0,232.0,306.0,794
15372.0,2012-10-07,4.0,1.0,10.0,16.0,0.0,0.0,0.0,3.0,0.4,0.4091,0.82,0.1642,87.0,,333.0,225
15373.0,2012-10-07,4.0,1.0,10.0,17.0,0.0, 0.0 ,0.0,3.0,0.4,0.4091,0.82,0.2239,35.0,122.0,157.0,825
15374.0,2012-10-07,4.0,1.0,,,0.0,0.0,0.0,3.0,0.4, 0.4091 ,0.82,0.194,24.0,82.0,106.0,597
15375.0,2012-10-07,4.0,1.0,10.0,19.0,0.0,0.0,0.0,2.0, 0.4 ,0.4091,0.82,0.1045,17.0, 97.0 ,114.0,132
15376.0,2012-10-07,,1.0,10.0,20.0,0.0,0.0,0.0,1.0,0.4,0.4091,0.82,0.1343, 19.0 ,97.0,116.0,bad
15377.0,2012-10-07,4.0,1.0,10.0,21.0,0.0,0.0, 0.0 ,1.0,0.38,0.3939,0.87,0.1045,22.0,91.0,113.0,134
15378.0,2012-10-07, 4.0 ,1.0,10.0,22.0,0.0,0.0,0.0,1.0,0.38,0.3939,0.87,707.1343,7.0,72.0,79.0,unknown
15379.0,2012-10-07,4.0,1.0,10.0,23.0,0.0,0.0,0.0,1.0,0.36,0.3485,0.93,0.1343,12.0,68.0,80.0,bad
15380.0,2012-10-08,4.0,1.0,10.0,0.0,1.0,1.0,0.0,1.0,0.38,0.3939,0.76,0.2836, 7.0 ,472.0,51.0,unknown
15381.0,2012-10-08,4.0, 1.0 ,10.0,1.0,1.0, 1.0 ,0.0,1.0,0.34,0.3333,0.87,0.1642,2.0,35.0,37.0,966
15382.0,2012-10-08,4.0,1.0,10.0,2.0,1.0,1.0,0.0,1.0,0.34,0.3333,0.81,0.194,3.0,12.0,15.0,bad
15383.0,2012-10-08,4.0,1.0,10.0,3.0,1.0,1.0,0.0,1.0,0.34,0.3485, 0.81 ,0.1045,2.0,8.0,10.0,979
15384.0,2012-10-08,4.0,1.0,10.0,4.0,1.0,10.0,0.0,1.0,0.32,0.3333,0.87,0.1343,1.0,6.0, 7.0 ,
15385.0,2012-10-08,4.0,1.0,10.0,5.0,1.0,1.0,0.0,1.0,0.34,0.3182,0.76,0.2239,2.0,17.0,19.0,481
15386.0,2012-10-08,4.0,1.0,10.0,6.0,1.0,1.0,0.0,1.0,0.34,0.3485,0.76,0.1045,5.0,54.0,59.0,bad
15387.0,2012-10-08, 4.0 ,1.0,10.0,7.0,1.0,1.0,0.0,2.0,0.34,0.3333,0.76,0.1642,3.0,151.0,154.0,946
15388.0,2012-10-08,4.0,1.0,10.0,8.0,1.0,1.0,0.0,2.0, 0.36 ,0.3485,0.71,0.2239,23.0,374.0,397.0,477
